a,b
0.97,0.454545455
0.7,0.411764706
0.8,0.5
0.87,0.769230769
0,0.2
0,0.5
0,0.285714286
0,0.4
0,0.692307692
0.89,0.333333333
0,0.25
0,0.8
0.93,0.166666667
0,0.611111111
0,0.5
0.86,0.555555556
0,0.083333333
0,0.285714286
0.93,0.235294118
0,0.3125
0,0.333333333
0,0.5
0,0.25
0.54,0.25
0.8,0.75
0,0.611111111
0,0.1875
0.72,0.222222222
0,0.166666667
0,0.428571429
0,0.416666667
0,0.230769231
0.9,0.333333333
0.96,0.454545455
0,0.166666667
0,0.2
0,0.5
0.85,0.583333333
0,0.277777778
0,0.222222222
0.94,0.071428571
0.78,0.285714286
0,0.350877193
0.77,0.388888889
0.93,0.212121212
1,0.25
0.92,0.375
0,0.666666667
0.85,0.4
0,0.5
0.62,0.333333333
0,0.470588235
0,0.166666667
0.62,0.476190476
0,0.5
0.87,0.363636364
0,0.75
0.9,0.352941176
0.81,0.555555556
0,0.090909091
0,0.5
0.82,0.76
0.78,0.333333333
0,0.166666667
0,0.230769231
0.73,0.155172414
0,0.333333333
0,0.5
0.62,0.470588235
0.79,0.411764706
0.88,0.583333333
0,0.555555556
0,0.444444444
0,0.4
0.89,0.222222222
1,0.444444444
0.87,0.466666667
0,0.222222222
0,0.384615385
0,0.333333333
0.71,0.727272727
0.8,0.166666667
0,0.583333333
0.95,0.111111111
0.7,0.642857143
0.88,0.75
0,0.583333333
0,0.454545455
0.81,0.444444444
0,0.363636364
0,0.272727273
0.81,0.695652174
0.82,0.125
0,0.285714286
0.97,0.416666667
0,0.222222222
0.66,0.333333333
0.89,0.538461538
0,0.352941176
0.8,0.583333333
0,0.583333333
0,0.333333333
0,0.911764706
0.62,0.25
1,0.5
1,0.25
0,0
0,0.3
0,0
0,0.625
0.63,0.3
0,0.388888889
0.7,0.357142857
0.85,0.307692308
0,0.333333333
0.53,0.692307692
0,0.3
0,0.666666667
1,0.352941176
0.48,0
1,0.631578947
0,0.363636364
0,0.538461538
0,0.083333333
0,0.8
0,0.533333333
0,0.647058824
0,0.555555556
0,0.416666667
0.91,0.384615385
0,0
0.85,0.357142857
0,0.333333333
0,0.047619048
0,0.916666667
0,0.4
0,0.285714286
0.95,0.25
0,0.25
0.89,0.636363636
0,0.071428571
0.82,0.5
0,0.315789474
0.95,0.333333333
0.89,0.384615385
0,0.153846154
0,0.333333333
0.82,0.5
0,0.523809524
0.74,0.588235294
0.95,0.684210526
0,0.222222222
0,0.818181818
0.72,0.166666667
0.5,0.526315789
0.82,0.666666667
1,0.342857143
0.78,0.272727273
0,0.583333333
0,0.111111111
1,0.444444444
0.89,0.333333333
0.7,0.214285714
0,0.454545455
0,0.75
0.84,0.583333333
0.56,0.4
0.81,0.636363636
0.67,0.578947368
0,0.19047619
0.5,0.3
0.74,0.692307692
0.68,0.578947368
0.84,0.636363636
0.71,0.277777778
0,0.2
0.62,0
0,0.266666667
0,0.181818182
0.85,0.461538462
0,0.388888889
0.82,0.5
0.7,0.333333333
1,0.380952381
0,0.52173913
0.97,0.777777778
0,0.4
1,0.315789474
0.91,0.764705882
0.9,0.62962963
0.67,0.5
0.95,0.403846154
0.88,0.416666667
0.83,0.5625
0,0.5
0.78,0.452830189
0.81,0
0.71,0.181818182
0.92,0
0.9,0.222222222
0,0.5
0,0.5
0.72,0.333333333
0,0.5
0.81,0.1875
0.55,0.846153846
0.74,0.428571429
0.82,0.333333333
0.93,0.3
0.75,0.7
0.67,0.47826087
0.96,0.882352941
0.89,0.25
0,0.764705882
0,0.111111111
0.75,0.375
0.9,0.583333333
0,0.4
0.68,0.454545455
0,0.75
0.68,0.277777778
0.91,0.307692308
0.5,0.1
0.84,0.388888889
0,0.5
0.92,0.444444444
0.88,0.6
0.93,0.4
0.92,0.466666667
0.95,0.409090909
0.95,0.384615385
0.91,0.666666667
0,0.444444444
0,0.4375
0,0.909090909
0,0.4
0,0.545454545
0,0.181818182
0,0
0.8,0.3
0,0.25
0,0.583333333
0.7,0.823529412
0.88,0.277777778
0.96,0.055555556
0.74,0.333333333
0.44,0.666666667
0.93,0.326530612
0,0.476190476
1,0.5
1,0.782608696
0,0.217391304
0,0.428571429
0,0.545454545
0.81,0.25
0,0.388888889
0,0.678571429
0.89,0.181818182
0,0.764705882
0.91,0.555555556
0,0.4375
0.7,0.774647887
1,0.4
0.75,0.571428571
0.91,0.222222222
0.96,0.0625
0.51,0.25
0.85,0.090909091
0.84,0.333333333
0.97,0.277777778
0,0.666666667
0.92,0.222222222
0,0.0625
0.79,0.333333333
0,0.65
0.83,0.333333333
0,0.722222222
0.84,0.454545455
0,0.571428571
0,0.3
0,0.647058824
0.84,0.444444444
0.86,0.166666667
0,0.523809524
0.67,0.538461538
0.81,0.425287356
0,0.7
0,0.833333333
0.79,0.090909091
0,0.454545455
0,0.25
0.73,0.444444444
0,0.5
0,0.818181818
0,0.6
0.8,0.538461538
0.75,0.619047619
0.52,0.2
0.74,0.5
0.53,0.6875
0,0.083333333
0.97,0.3
0,0.388888889
0,0.714285714
0,0.222222222
0,0.555555556
0,0.066666667
0,0.239130435
1,0.181818182
0.71,0.214285714
0.67,0.5
0,0.25
1,0.5
0.84,0.379310345
0.88,0.681818182
0,0.857142857
0.6,0.125
0.78,0.307692308
0,0.64516129
0,0.619047619
0.94,0
0,0.857142857
0.93,0.380952381
0.44,0.444444444
0,0.846153846
0.83,0.615384615
0.79,0.75
0,0.142857143
0.59,0.75
0.61,0.1
0.81,0.705882353
0,0.727272727
0.88,0.384615385
0,0.470588235
0.63,0.64
0.89,0.333333333
0.84,0.941176471
0.76,0.538461538
0.83,0.6875
0,0.5
0.48,0.25
0,0
0.78,0.666666667
0.93,0.3
0.84,0.428571429
0,0.352941176
0,0.45
0.38,0.454545455
0.97,0.2
0,0.181818182
0.87,0.75
0,0.5
0,0.611111111
0,0.777777778
0.83,0.764705882
0.63,0.555555556
0,0.782608696
0,0.6875
0,0.307692308
0,0.636363636
0,0.071428571
0,0.636363636
0,0.8
0.68,0.272727273
0,0.444444444
0.69,0.615384615
0.62,0.636363636
0.79,0.588235294
0.76,0.111111111
0,0.416666667
0,0.277777778
0.87,0.3
0.6,0.633333333
0.67,0.352941176
0,0.181818182
0,0.5
0,0.714285714
0.85,0.333333333
0,0
0,0.642857143
0.74,0.166666667
0.75,0.638297872
0,0.466666667
0.78,0.090909091
0.81,0.181818182
0,0.333333333
0,0.636363636
0,0.214285714
0,0.529411765
0.61,0.866666667
0,0.666666667
0.61,0.5
0,0.8
0,0.555555556
0.8,0.2
0,0.5
0,0.777777778
0,0.545454545
0.76,0.95
0,0.5
0,0.636363636
0.88,0.818181818
0,0.526315789
0,0.45
0,0.25
0,0.625
0.93,0.384615385
0,0.5625
0,0
0.74,0.384615385
0,0.6
0.65,0.823529412
0.65,0.272727273
0.77,0.388888889
0,0.25
0,0.571428571
0.93,1
0.64,0.545454545
0.75,0.8
0,0.666666667
0.71,0.083333333
0.59,0.785714286
0.92,0.705882353
0,0.578947368
0,0.428571429
0,0.538461538
0.91,0.444444444
0.79,0.6
0.85,0
0.41,0.111111111
0.7,0.75
0.67,0.333333333
0.78,0.428571429
0,0
1,0.5625
0.94,0.555555556
0,0.8
0,0.588235294
0.86,0.352941176
0,0.647058824
0.88,0.5
0.76,0.555555556
0.9,0.4
0.69,0.823529412
0.87,0.636363636
0,0.571428571
0.87,0.181818182
0,0.454545455
0,0.909090909
0.88,0.44
0,0.466666667
0.96,1
0.76,0.608695652
0,0.5625
0.64,0.823529412
0.94,0.666666667
0.79,0.333333333
0.96,0.25
0,0.238095238
0,0.5
0.77,0.75
0.69,1
0,0.166666667
0.23,0.3
0.87,0.764705882
0.9,0.842105263
0.96,0.666666667
0,0.454545455
0,0.4
0,0.3
0,0.461538462
0.57,0.764705882
0,0.181818182
0.92,0.307692308
0.6,0.714285714
0.76,0.388888889
0,0.166666667
0,0.4
0.7,0.545454545
0,0.846153846
0.8,0.8
0,0.181818182
0.74,0.62962963
0,0.526315789
0,0.4
0.61,0
0,0.684210526
0,0.5
0,0.428571429
1,0.097560976
0,0.3
0.65,0.647058824
0.52,0.882352941
0,0.25
0,0.866666667
0,0.2
0.13,0.25
0.9,0.545454545
0.92,0.230769231
0,0.55
0,0.5
0.73,0.25
0.75,0.24137931
0.86,0.583333333
0.85,0.882352941
0,0.454545455
0,0.230769231
0,0.4
0.69,0.25
0.96,0.333333333
0,0.708333333
0,0.155555556
0,0.526315789
0.82,1
0,0.833333333
0,0.5
0.88,0.5
0.78,0.1
0.5,0.25
0.92,0.642857143
0,0.642857143
0,0.882352941
0,0.642857143
0,0.476190476
0.88,0.555555556
0.76,0.84
0,0.823529412
0,0.384615385
0.88,0.714285714
1,0.538461538
0.86,0.5625
1,0.941176471
0,0.235294118
0.58,0.066666667
0,0.333333333
0,0.769230769
0,0.75
0.81,0.705882353
0,0.923076923
0.52,0.882352941
0.89,0.411764706
0.84,0.869565217
0.84,0.8
0,0.636363636
0,0.466666667
0,0.666666667
0.82,0.85
0.68,0.764705882
0.91,0.647058824
0.63,0.916666667
0.81,0.444444444
0.75,0.833333333
0.81,0.416666667
0.82,0.2
0.77,0.529411765
0.83,0.454545455
0.54,0.333333333
0.77,0.769230769
0.86,0.473684211
0.77,0.882352941
0.72,0.772727273
0,0.5625
0,0.75
0,0.5625
0.79,0.153846154
0,0.222222222
1,0.2
0.82,0.722222222
0.87,0.909090909
0.83,0.833333333
0.5,0.846153846
0,0.166666667
0,0.923076923
0.43,0.461538462
0,0.2
0,0.9375
0.94,0
0,0.473684211
0.44,0.941176471
0,0.462068966
0,0.090909091
0.64,0.727272727
0.47,0.625
0,0.727272727
0.86,0.357142857
0.95,0.785714286
0.84,0.882352941
0.31,0.2
0.63,0.444444444
0.86,0.222222222
0.75,0.5
0,0.846153846
0,0.388888889
0,0.705882353
0.67,0.333333333
0.71,0.285714286
0,0.5
0.94,0.833333333
0,0.909090909
0.75,0.333333333
0.95,0.791666667
0.79,0.608695652
0,0.307692308
0.71,0.909090909
0.64,0.5625
0.62,0.263157895
0.91,0.6875
0.71,0.428571429
0.94,0.333333333
0.63,0.714285714
0.77,0.75
0.85,0.407407407
0.77,0.090909091
0.87,1
0.95,0.785714286
1,0.45
0.81,0.294117647
0.69,0.727272727
0.9,0.181818182
0.67,0.9375
0.84,0.444444444
0.85,0.6875
0,0.1875
0.91,0.482758621
0.84,0.75
0.81,0.166666667
0.71,0.933333333
0.93,0.533333333
0.84,0.944444444
0.87,0.952380952
0.85,0.75
0.95,0.333333333
0.79,0.181818182
0.82,0.461538462
0,0.454545455
0.74,0.3125
0.83,0.823529412
0.83,0.35
0,0.5625
0.9,0.769230769
0.98,0.5
0.86,0.625
1,0.333333333
0.85,0.647058824
0.81,0.416666667
0.92,0.666666667
0.83,0.470588235
0.71,0.294117647
0.79,0.411764706
0.86,0.294117647
0.74,0.608695652
0.92,0.866666667
0.08,0.272727273
0,0.588235294
0,0.62962963
0.9,0.714285714
0,0.75
0,0.5
0.8,0.470588235
0.92,0.333333333
0.79,0.466666667
0,0.695652174
0,0.1875
0,0.636363636
0.91,0.454545455
0.69,0.45
0.95,0.416666667
0.87,0.866666667
0.84,0.470588235
1,0.411764706
0.79,0.461538462
0.82,0.384615385
1,0.769230769
0.79,0.297297297
0.85,0.692307692
0.88,0.705882353
0.93,0.818181818
1,0.7
0.74,0.222222222
0.87,0.866666667
1,0.285714286
0.83,0.764705882
0.96,0.857142857
0.76,0.416666667
0.84,0.866666667
0.73,0.117647059
1,0.411764706
0.91,0.388888889
0.84,0.181818182
0.76,0.411764706
0.79,0.384615385
0.89,0.416666667
0,0.8125
0.58,0.705882353
0.89,0.272727273
0.79,0.6
0,0.666666667
0.96,0.5
0.62,0.75
0.94,0.565217391
0.8,0.5
0.81,0.8
1,0.647058824
0.86,0.666666667
0.79,0.833333333
1,0.444444444
0.97,0.5
0,0.833333333
0.73,0.588235294
0.67,0.615384615
0.72,0.3
1,0.529411765
0.93,0.181818182
0.94,0.461538462
0.88,0.307692308
0.9,0.615384615
0.83,0.1875
1,0.5
0.95,0.5
0.82,0.636363636
1,0.608695652
0.8,0.529411765
0.89,0.434782609
0.71,0.411764706
0.92,0.545454545
0.89,0
0.83,0.636363636
0.52,0.833333333
0.5,0.454545455
0,0.692307692
0,0.384615385
0,0.5
0,0.733333333
1,0.590909091
0,0.53125
0,0.5
0,0.25
0.93,0.125
0.89,0.909090909
0.9,0.904761905
0.91,0.411764706
0.76,0.307692308
0,0.714285714
0.76,0.636363636
0.95,0.730769231
0.84,0.857142857
1,0.7
0.68,0.764705882
0.8,0.681818182
0,0.823529412
0,0.272727273
0,0.5
0.78,0.588235294
0,0.5
1,0.272727273
0.85,0.705882353
0,0.555555556
0.8,0.454545455
0.95,0.545454545
0,0.7
0,0.6
0.71,0.25
0,0
0,0.266666667
0.81,0.466666667
0.4,0.368421053
0,0.3125
0,0.3125
0.75,0.647058824
1,0.444444444
0.81,0.272727273
0.84,0.363636364
0,0.181818182
0,0.333333333
0.98,0.6
0.74,0.8
0,0.7
0.87,0.64
0.81,0.1875
0.93,0.703703704
0,0.454545455
0,0.333333333
0,0.333333333
0.8,0.909090909
0,0.888888889
0,0.5625
0,0.692307692
0,0.25
0,0.214285714
0.77,0.444444444
0.16,0.5
0,0.882352941
0.76,0.875
0.97,0.8
0.61,0.5
0.67,0.425
0.79,0.363636364
0.76,0.470588235
0,0.62962963
0.91,0.625
0.89,0.823529412
0,0.8
0,0.555555556
0,0.235294118
0,0.722222222
0,0.083333333
0,0.368421053
0,0.384615385
0.96,0.666666667
0.64,0.5625
0.2,0.375
0,0.555555556
0,0.75
0,0.571428571
0,0.6
0.69,0.333333333
0,0.636363636
0.86,0.6
0.73,0.833333333
0.54,0.555555556
0,0.730769231
0,0.727272727
0.87,0.555555556
0.62,0.625
0,0.4
0.85,0.8
0.9,0.75
0,0.888888889
0,0.2
0.97,0.722222222
0.62,0.352941176
0.9,0.732394366
1,0.25
0,0.148148148
0.82,0.5
0.78,0.6875
0,0.571428571
0,0.4375
0.92,0.357142857
1,0.357142857
0.56,0.222222222
0,0.777777778
0,0.416666667
0,0.5
0,0.4
0,0.5
0,0.722222222
0.79,0.476190476
0.78,0.444444444
0.83,0.863636364
0,0.529411765
0,0.208333333
0.86,0.714285714
0,0.666666667
0,0.636363636
0,0.833333333
0,0.818181818
0,0.333333333
0.95,0
0,0.384615385
0.87,0.5
0,0.75
0,0.363636364
0,0.333333333
0.74,0.368421053
0.59,0.80952381
0,0.5
0.81,0.222222222
0,0.230769231
1,0.416666667
0,0.611111111
0,0.277777778
0,0.416666667
0.59,0.722222222
0,0.583333333
0.82,0.857142857
0.8,0.363636364
0.8,0.352941176
0.81,0.2
0.92,0.111111111
0.84,0.5
0.83,0.454545455
0.82,0.157894737
0.94,0.416666667
0.76,0.5
0.67,0.611111111
1,0.947368421
0,0.3125
0.48,0.071428571
0.83,0.1
0.93,0.722222222
0.83,0.210526316
0.84,0.545454545
0.94,0.909090909
0.62,0.727272727
0.82,0.869565217
0.72,0.444444444
0.54,0.6
0,0.8
0.7,0.705882353
0.85,0.222222222
0,0.666666667
0.8,0.333333333
0.89,0.8
0,0.153846154
0.57,0.4
0.81,0.571428571
0.93,0.583333333
0,0.533333333
0.85,0.785714286
0.88,0.533333333
0,0.315789474
0.86,0.888888889
0,0.555555556
1,0.5625
0.91,0.722222222
0.9,0.666666667
0.88,0.333333333
0,0.666666667
0,0.852941176
0.68,0.833333333
0.6,0.4
0,0.909090909
0,0.764705882
0,0.5
0.81,0.181818182
0,0.571428571
0.81,0.4
0.89,0.363636364
1,0.363636364
0.92,0
0.94,0.470588235
0.92,0.647058824
0,0.25
0.88,0.789473684
0,0.272727273
0,0.222222222
0.74,0.176470588
0.9,0.266666667
0.84,0.363636364
0.62,0
0.64,0.529411765
0.76,0.5
0.72,0
0.67,0
0.83,0.571428571
0,0
0,0.6
0,0.166666667
0.75,0.416666667
0,0.277777778
0.62,0.545454545
0.94,0.6
0,0.692307692
0,1
0.68,0.421052632
0,0.6
0.73,0.5
0,0.631578947
0,0.357142857
0,0.6
0,0.307692308
0.68,0.545454545
0,0.857142857
0,0.333333333
0,0.5
0,0.275862069
0.88,0.576923077
1,0.222222222
0.9,0.5
0,0.529411765
0,0
0,0.25
1,0.611111111
0.87,0.285714286
0,0.647058824
0.89,0.076923077
0.73,0.391304348
0.34,0
0.75,0.615384615
0.79,0.351351351
0,0.833333333
0,0
0.36,0.4
0.9,0.833333333
0.92,0.03125
1,0.272727273
0.92,0.294117647
0,0.625
0.64,0.777777778
0.96,0.666666667
0,0.611111111
0,0.4375
0,0.814814815
0.69,0.666666667
0.36,0.625
0.85,0.375
0,0.833333333
1,0.4375
0,0.384615385
0,0.666666667
0,0.235294118
0.79,0.388888889
0,0.705882353
0.5,0.35
0.89,0.8
0.89,0.625
0,0.777777778
0.9,0.666666667
0,0.533333333
0,0
0,0.352941176
0.98,0.777777778
0,0.705882353
0.45,0.739130435
0,0.692307692
0,0.842105263
0.3,0.923076923
0.94,0.529411765
0.91,0.461538462
0,0.307692308
0.8,0.222222222
0,0.529411765
0,0.555555556
0,0.55
0.97,0.523809524
0.46,0.333333333
0.96,0.727272727
0.79,0.5
1,0.176470588
0,0.375
0.74,0.588235294
0.83,0.545454545
0,0.722222222
0,0.647058824
0,0.416666667
0.87,0.705882353
0.74,0.6
0,0.3
0.69,0.470588235
0,0.588235294
0,0.583333333
0,0.5625
0.85,0.84375
0,0.294117647
0,0.444444444
0.79,0.666666667
0,0.3
0,0.777777778
0.95,0.235294118
0.38,0.533333333
0,0.2
0.85,0.666666667
0.27,0.333333333
0.71,0.533333333
0,0.526315789
0,0.166666667
0,0.444444444
0,0.333333333
0.86,0.5
0.55,0.35483871
0.86,0.272727273
0.54,0.736842105
0.95,0.416666667
0.89,0.652173913
0.48,0.555555556
0,0.357142857
0,0.5
0.75,0.75
0.72,0.647058824
0.97,0.722222222
0,0.090909091
0.91,0.555555556
0.81,0.705882353
0.81,0.454545455
0.69,0.166666667
1,0.888888889
1,0.545454545
0.71,0.333333333
0,0.7
0.8,0.357142857
0,0.5
0.84,0.285714286
0.82,0.625
0.96,0.363636364
0.74,0.473684211
0.85,0.25
0.8,0.772727273
0,0.722222222
0.8,0.6875
1,0.411764706
1,0.875
0.87,0.588235294
1,0.363636364
0.73,0.555555556
0.83,0.222222222
0.87,0.5
0.92,0.333333333
0.71,0.444444444
0,0.727272727
0,0.6
0.38,0.5
0,0.833333333
0,0.466666667
0.67,0.444444444
0,0.533333333
0,0.660377358
0.87,0.823529412
0.94,0.090909091
0,0.736842105
0.69,0.388888889
0.74,0.647058824
0.9,0.571428571
0,0.941176471
0.8,0.888888889
0.55,0.64
0.86,0.117647059
0.86,0.333333333
0,0.545454545
0.97,0.333333333
0.7,0.444444444
0,0.333333333
0,0.5
0.31,0.277777778
0,0.636363636
0,0.5
0.95,0.5
0.91,0.555555556
1,0.545454545
0.82,0.421052632
0.82,0.769230769
0.62,0.315789474
0.9,0.357142857
0.75,0.3
0.83,0.454545455
1,0.636363636
0,0.666666667
0.69,0.625
0.9,0.666666667
0.91,0.232142857
0.86,0.5
0.9,0.5
0,0.6
0,0.4
0.84,0.571428571
0.61,0.636363636
0.82,0.333333333
0.94,0.238095238
0.48,0.435897436
0.82,0.416666667
0,0.157894737
0,0.333333333
0.89,0.730769231
0.7,0.6875
0.75,0.6
0.72,0.470588235
0.9,0.666666667
0,0.647058824
0,0.606060606
0.88,0.555555556
0,0.514285714
0.56,0.722222222
0,0.47761194
1,0.555555556
0,0.388888889
0,0.636363636
0,0.35
0.76,0.6
0,0.357142857
0,0.363636364
0.76,0.636363636
0,0.526315789
0.68,0.722222222
0.97,0.647058824
1,0.2
0.81,0.4375
0.65,0.666666667
0.89,0.428571429
0.78,0.6
0,0.6875
0.88,0.933333333
0.97,0.666666667
0.83,0.461538462
0,0.4375
0.7,0.2
0.91,0.714285714
0.88,0.142857143
0.79,0.6
0.85,0.722222222
0.74,0.368421053
0.84,0.823529412
0,0.5625
0,0.5
0.88,0.789473684
0,0.583333333
0.94,0.210526316
0.93,0.384615385
0.51,0.2
0.64,0.529411765
0,0.588235294
0.68,0.470588235
0.91,0.416666667
0.93,0.333333333
0,0.214285714
0.86,0.357142857
0,0.5
0.84,0.315789474
0.92,0.3
0.93,0.3
0.84,0.642857143
0.8,0.666666667
0.98,0.5
0.85,0.545454545
0.74,0.823529412
0,0.166666667
0,0.631578947
0,0.55
0,0.384615385
0.92,0.375
0.91,0.411764706
0,0.764705882
0.79,0.5
0.74,1
0.72,0.25
0,0.5
0,0.470588235
0.85,0.066666667
0,0.764705882
0,0.416666667
0.61,0.555555556
0.78,0.55
0,0.5
0,0.785714286
0.93,0.538461538
0,0.363636364
0,0.375
0,0.647058824
0,0.307692308
0.93,0.545454545
0.71,0.764705882
0.73,0.285714286
0.86,0.545454545
0.82,0
0.79,0.28
0.82,0.277777778
0.8,0.470588235
0.8,0.6
0.68,0.444444444
0,0.428571429
0.85,0.5
0,0.545454545
0,0.538461538
0,0.5
0,0.545454545
0,0.555555556
0,0.777777778
0.91,0.555555556
0,0.705882353
0.6,0.25
0,0.272727273
0.94,0.3125
0.92,0.642857143
0.68,0.444444444
0.89,0.545454545
0,0.555555556
0,0.588235294
0,0.714285714
0.83,0.75
0,0.588235294
0.77,0.692307692
0,0.3125
0.67,0.333333333
0,0.6
0.87,0.538461538
0,0.4375
0.85,0.739130435
0.78,0.529411765
0,0.645833333
0.84,0.307692308
0,0.722222222
0,0.5
1,0.222222222
0,0.692307692
0.83,0.285714286
0.55,0.1
0,0.5
0.75,0.857142857
0,0.882352941
0,0.785714286
0.84,0.470588235
0.9,0.533333333
0.86,0.458333333
0,0.6875
0.64,0.166666667
0.84,0.818181818
0.62,0.357142857
0.94,0.764705882
0.8,0.583333333
0.71,0.2
0.92,0.363636364
0.93,0.333333333
0.88,0.583333333
0.86,0.684210526
0.85,0.555555556
0.81,0.636363636
0.7,0.882352941
0.83,0.5
0.88,0.764705882
0.86,0.647058824
0.89,0.166666667
1,0.615384615
0,0.588235294
0.81,0.363636364
0,0.714285714
0.88,0.538461538
0.82,0.5
0.83,0.5
0.61,0.0625
0.71,0.684210526
0.88,0.333333333
0,0.733333333
0,0.944444444
0,0.153846154
0.88,0.666666667
0,0.555555556
0.6,0.428571429
0.71,0.666666667
0.63,0.733333333
0.74,0.357142857
0.69,0.416666667
0.68,0.181818182
0,0.5
0,0.4
0.78,0.529411765
0.67,0.714285714
0,0.230769231
0,0.466666667
0.71,0.545454545
1,0.75
0.58,0.3125
0,0.416666667
0.66,0.461538462
0.77,0.6
0.69,0.166666667
0.98,0.65
0.76,0.666666667
0.81,0.5
0.97,0.5625
0.92,0
0.89,0.647058824
0.92,0.647058824
0.86,0.083333333
0.86,0.55
0.78,0.090909091
0.84,0.45
0.67,0.692307692
0.86,0.333333333
0.79,0.72
0.81,0.608695652
1,0.764705882
0.85,0.357142857
0.96,0.411764706
0.91,0.357142857
1,0.7
0.7,0.363636364
1,0.533333333
0,0.4
0,0.625
0,0.5
0,0.470588235
0.78,0.461538462
0.68,0.384615385
0.83,0.666666667
0.89,0.6875
0.89,0.777777778
0.73,0.416666667
0.74,0.4
0.96,0.2
0,0.684210526
0.81,0.230769231
0.74,0.4375
0.56,0.368421053
0,0.583333333
1,0.571428571
0.82,0.636363636
0,0.388888889
0,0.666666667
0.87,0.7
0.86,0.3125
0.71,0.333333333
0,0.545454545
0.85,0.588235294
0.95,0.363636364
0,0.466666667
0.98,0.5
0.62,0.428571429
0,0.307692308
0.57,0.538461538
0.79,0.785714286
0.82,0.333333333
0,0.611111111
0.75,0.941176471
0,0.785714286
0,0.6
0.7,0.4375
0.95,0.333333333
0.86,0.375
0,0.466666667
0.96,0.923076923
0.96,0.8125
0,0.529411765
0,0.714285714
0.73,0.153846154
0.92,0.7
0.69,0.6
0,0.647058824
0,0.583333333
0.4,0.083333333
0,0.916666667
0,0.833333333
0.92,0.357142857
0,0.470588235
0.87,0.9
0.92,0.444444444
0.84,0.5
0,0.428571429
0.91,0.083333333
0,0.777777778
0.77,0.571428571
0.93,0.428571429
0.86,0.714285714
0,0.5
0.83,0.75
0,0.666666667
0.78,1
0.8,0.863636364
0,0.578947368
0,0.611111111
0.73,0.538461538
0.86,0.176470588
0.92,0.5
0.9,0.5
0.92,0.454545455
0.66,0.583333333
0,0.375
0,0.466666667
0,0.8125
0,0.8125
0.94,0.9
0,0.714285714
0,0.45
0,0.565217391
0,0.454545455
0,0.466666667
0.96,0.833333333
0.92,0.578947368
0,0.363636364
0.9,0.368421053
0,0.8
0.9,0.722222222
0,0.125
0.9,0.444444444
0.96,0.352941176
0,0.533333333
0,0.333333333
0.78,0.846153846
0,0.307692308
0.8,0.666666667
0.83,0.6
0,0.470588235
0,0.2
0.65,0.818181818
0.62,0.388888889
0,0.833333333
0.91,0.533333333
0,0.857142857
0.9,0.666666667
0,0.6
0,0.222222222
1,0.388888889
0.93,0.777777778
0,0.555555556
0,0.769230769
0.81,0.833333333
0.97,0.333333333
0,0.454545455
0.71,0.555555556
0.75,0.636363636
0.88,0.111111111
0.95,0.333333333
0.95,0.1
0.72,0.333333333
0,0.866666667
1,0.733333333
0.78,0.5
0,0.666666667
0,0.5
0.88,0.777777778
0,0.666666667
0.94,0.357142857
0.74,0.368421053
0.97,0.571428571
0,0.272727273
0,0.388888889
0.9,0.473684211
0.73,0.357142857
1,0.333333333
0,0.545454545
0.95,0.411764706
0,0.727272727
0.68,0.2
0,0.666666667
0.6,0.6
0,0.888888889
0.81,0.5
0.88,0.708333333
0.63,0.611111111
0,0.214285714
0,0.529411765
1,0.909090909
0,0.368421053
0.82,0.692307692
0,0.4
0.85,0.7
0.93,0.5
0.92,0.6
0.88,0.466666667
0.84,0.421052632
0,0.666666667
0.79,0.272727273
0,0.470588235
0.81,0.7
0,0.428571429
0.73,0.333333333
0.96,0.777777778
0.96,0.666666667
0.73,0.238095238
0.59,0.555555556
0.81,0.538461538
0.98,0.411764706
0,0.454545455
0.92,0.538461538
0.37,0.888888889
0.83,0.533333333
0.74,0.333333333
0.78,0.166666667
0.69,0.333333333
0.9,0.727272727
0.64,0.666666667
0.94,0.631578947
0.76,0.411764706
0.83,0.7
1,0.541666667
0,0.307692308
1,0.631578947
0.95,0.611111111
0,0.459459459
0.8,0.333333333
0.88,0.214285714
0,0.642857143
0,0.466666667
0.88,0.5
0.88,0.777777778
0,0.923076923
0,0.888888889
0,0.611111111
0.75,0.466666667
0.75,0.705882353
0,0.75
0,0.588235294
0,0.909090909
0.8,0
0,0.470588235
0,0.307692308
0.64,0.461538462
0,0.666666667
0,0.466666667
0,0.333333333
0,0.545454545
0.79,0.434782609
0,0.647058824
0.85,0.583333333
0,0.6
0.85,0.083333333
0,0.375
0,0.615384615
0,0.553191489
0,0.444444444
0,0.659090909
1,0.235294118
0,0.454545455
0,0.684210526
0,0.333333333
0.72,0.666666667
0.48,0.416666667
0.67,0.846153846
0,0.363636364
0.89,0.733333333
0.88,0.368421053
0,0.357142857
0.62,0.764705882
0.91,0.083333333
0.82,0.777777778
0,0.375
0.88,0.875
0,0.823529412
0,0.75
0,0.076923077
0.82,0.181818182
0,0.923076923
0.89,0.444444444
0.93,0.588235294
0,0.416666667
0.57,0.166666667
0.89,0.588235294
0.83,0.285714286
0.62,0.8
0.58,0.526315789
0.95,0.2
0.93,0.266666667
0.82,0.266666667
0.5,0.071428571
0.96,0.733333333
0.76,0.846153846
0,0.363636364
0.63,0.533333333
0.54,0.5
0.7,0.375
0.72,0.714285714
0.64,0.75
0.21,1
0.86,0.333333333
0.72,0.333333333
